test_year,year_complete,model,side,label,threshold,sample_mode,train_rows,candidate_rows,signal_count,coverage,precision,natural_precision,precision_lift,actual_up_rate,actual_down_rate,avg_future_ret_3w,median_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,avg_return_lift
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.7,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,lightgbm,bottom,manual_weak_bottom_label,0.7,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,lightgbm,top,manual_weak_top_label,0.3,all_signals,104,23,15,0.6521739130434783,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.6666666666666666,0.3333333333333333,0.004537089333333333,0.00848884,0.037201168,-0.03415472666666666,0.008074103913043479,-0.003537014579710145
2021,True,lightgbm,top,manual_weak_top_label,0.3,non_overlapping,104,23,7,0.30434782608695654,0.42857142857142855,0.2608695652173913,0.16770186335403725,0.7142857142857143,0.2857142857142857,0.0016543814285714285,0.01672766,0.03544496142857143,-0.036343985714285716,0.008074103913043479,-0.00641972248447205
2021,True,lightgbm,top,manual_weak_top_label,0.4,all_signals,104,23,12,0.5217391304347826,0.4166666666666667,0.2608695652173913,0.1557971014492754,0.5833333333333334,0.4166666666666667,-0.0013163825,0.007114095,0.03575378,-0.03605970083333333,0.008074103913043479,-0.009390486413043478
2021,True,lightgbm,top,manual_weak_top_label,0.4,non_overlapping,104,23,6,0.2608695652173913,0.5,0.2608695652173913,0.2391304347826087,0.6666666666666666,0.3333333333333333,-0.0022103883333333334,0.017961724999999998,0.03435396166666667,-0.03525611833333333,0.008074103913043479,-0.010284492246376812
2021,True,lightgbm,top,manual_weak_top_label,0.5,all_signals,104,23,9,0.391304347826087,0.4444444444444444,0.2608695652173913,0.18357487922705312,0.4444444444444444,0.5555555555555556,-0.009364433333333333,-0.00144937,0.034258861111111115,-0.04310958,0.008074103913043479,-0.017438537246376812
2021,True,lightgbm,top,manual_weak_top_label,0.5,non_overlapping,104,23,5,0.21739130434782608,0.4,0.2608695652173913,0.13913043478260873,0.4,0.6,-0.009452605999999999,-0.00144937,0.033305806,-0.041322769999999995,0.008074103913043479,-0.017526709913043476
2021,True,lightgbm,top,manual_weak_top_label,0.6,all_signals,104,23,8,0.34782608695652173,0.5,0.2608695652173913,0.2391304347826087,0.375,0.625,-0.01905401375,-0.02042366,0.02833331,-0.04806700625,0.008074103913043479,-0.02712811766304348
2021,True,lightgbm,top,manual_weak_top_label,0.6,non_overlapping,104,23,4,0.17391304347826086,0.5,0.2608695652173913,0.2391304347826087,0.25,0.75,-0.02885381,-0.023153359999999998,0.02121644,-0.05079092,0.008074103913043479,-0.03692791391304348
2021,True,lightgbm,top,manual_weak_top_label,0.7,all_signals,104,23,7,0.30434782608695654,0.5714285714285714,0.2608695652173913,0.3105590062111801,0.42857142857142855,0.5714285714285714,-0.021568962857142857,-0.03939795,0.029565625714285716,-0.04911401428571428,0.008074103913043479,-0.029643066770186334
2021,True,lightgbm,top,manual_weak_top_label,0.7,non_overlapping,104,23,3,0.13043478260869565,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.3333333333333333,0.6666666666666666,-0.027248546666666665,-0.06645811,0.028469386666666666,-0.05560217333333334,0.008074103913043479,-0.035322650579710145
2021,True,logistic,bottom,manual_weak_bottom_label,0.3,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.3,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.4,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.4,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.5,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.5,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.6,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.6,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.7,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,bottom,manual_weak_bottom_label,0.7,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,logistic,top,manual_weak_top_label,0.3,all_signals,104,23,7,0.30434782608695654,0.5714285714285714,0.2608695652173913,0.3105590062111801,0.42857142857142855,0.5714285714285714,-0.02316939428571429,-0.00144937,0.023625129999999998,-0.048665411428571434,0.008074103913043479,-0.03124349819875777
2021,True,logistic,top,manual_weak_top_label,0.3,non_overlapping,104,23,4,0.17391304347826086,0.5,0.2608695652173913,0.2391304347826087,0.5,0.5,-0.015714765,0.00312473,0.022202135,-0.0388704725,0.008074103913043479,-0.02378886891304348
2021,True,logistic,top,manual_weak_top_label,0.4,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,logistic,top,manual_weak_top_label,0.4,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,logistic,top,manual_weak_top_label,0.5,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,logistic,top,manual_weak_top_label,0.5,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,logistic,top,manual_weak_top_label,0.6,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,logistic,top,manual_weak_top_label,0.6,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
2021,True,logistic,top,manual_weak_top_label,0.7,all_signals,104,23,6,0.2608695652173913,0.6666666666666666,0.2608695652173913,0.40579710144927533,0.5,0.5,-0.026789398333333336,-0.016434295,0.024278135000000003,-0.049986655,0.008074103913043479,-0.03486350224637681
2021,True,logistic,top,manual_weak_top_label,0.7,non_overlapping,104,23,4,0.17391304347826086,0.75,0.2608695652173913,0.4891304347826087,0.5,0.5,-0.02569178,-0.016434295,0.0194675625,-0.0493103225,0.008074103913043479,-0.03376588391304348
