model,side,label,threshold,sample_mode,evaluated_years,complete_years,candidate_rows,signal_count,coverage,precision,natural_precision,actual_up_rate,actual_down_rate,avg_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,precision_lift,avg_return_lift
mlp,top,manual_weak_top_label,0.5,all_signals,6,5,111,71,0.6396396396396397,0.323943661971831,0.3333333333333333,0.5633802816901409,0.43661971830985913,0.011738444084507043,0.04436705126760564,-0.03417720450704225,0.00734634927927928,-0.009389671361502316,0.004392094805227763
mlp,top,manual_weak_top_label,0.5,non_overlapping,6,5,111,33,0.2972972972972973,0.36363636363636365,0.3333333333333333,0.5454545454545454,0.45454545454545453,0.011615134545454547,0.04674743818181818,-0.03477839696969697,0.00734634927927928,0.03030303030303033,0.004268785266175267
mlp,top,manual_weak_top_label,0.6,all_signals,6,5,111,58,0.5225225225225225,0.3620689655172414,0.3333333333333333,0.5517241379310345,0.4482758620689655,0.011936876379310346,0.04673352396551725,-0.034978401379310346,0.00734634927927928,0.028735632183908066,0.004590527100031066
mlp,top,manual_weak_top_label,0.6,non_overlapping,6,5,111,30,0.2702702702702703,0.36666666666666664,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.012064026666666668,0.04752279933333333,-0.035069893666666664,0.00734634927927928,0.033333333333333326,0.004717677387387389
mlp,top,manual_weak_top_label,0.7,all_signals,6,5,111,50,0.45045045045045046,0.36,0.3333333333333333,0.54,0.46,0.010671685799999999,0.0470348568,-0.0364232876,0.00734634927927928,0.026666666666666672,0.003325336520720719
mlp,top,manual_weak_top_label,0.7,non_overlapping,6,5,111,23,0.2072072072072072,0.391304347826087,0.3333333333333333,0.5217391304347826,0.4782608695652174,0.009838565217391305,0.049269679999999996,-0.03675391,0.00734634927927928,0.05797101449275366,0.0024922159381120254
qda,bottom,manual_weak_bottom_label,0.3,all_signals,6,5,80,80,1.0,0.25,0.25,0.5375,0.4625,0.012450520499999998,0.049257001,-0.0485308685,0.012450520499999998,0.0,0.0
qda,bottom,manual_weak_bottom_label,0.3,non_overlapping,6,5,80,37,0.4625,0.1891891891891892,0.25,0.5135135135135135,0.4864864864864865,0.0062108259459459445,0.04436426378378379,-0.04919293945945946,0.012450520499999998,-0.0608108108108108,-0.006239694554054053
qda,bottom,manual_weak_bottom_label,0.4,all_signals,6,5,80,80,1.0,0.25,0.25,0.5375,0.4625,0.012450520499999998,0.049257001,-0.0485308685,0.012450520499999998,0.0,0.0
qda,bottom,manual_weak_bottom_label,0.4,non_overlapping,6,5,80,37,0.4625,0.1891891891891892,0.25,0.5135135135135135,0.4864864864864865,0.0062108259459459445,0.04436426378378379,-0.04919293945945946,0.012450520499999998,-0.0608108108108108,-0.006239694554054053
qda,bottom,manual_weak_bottom_label,0.5,all_signals,6,5,80,80,1.0,0.25,0.25,0.5375,0.4625,0.012450520499999998,0.049257001,-0.0485308685,0.012450520499999998,0.0,0.0
